# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  --cpu 16 -i GUT_GENOME000001/roary_90/pan_genome_reference.faa -m diamond -o funcs_annotation_eggNOG --output_dir GUT_GENOME000001/roary_90 --temp_dir GUT_GENOME000001/roary_90
# time: Sun Apr 28 01:15:45 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GUT_GENOME000001_00060	272563.CD3262	4.9e-117	426.0	PSTA	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02037,K02038		bactNOG[38]	05E2Z@bactNOG,0EP7M@cloNOG,0NDYC@firmNOG,COG0581@NOG	NA|NA|NA	P	phosphate abc transporter
GUT_GENOME000001_00061	272563.CD3261	7.3e-123	445.3	PSTB	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02036	PIabc	bactNOG[38]	05BZY@bactNOG,0ENQN@cloNOG,0ND7K@firmNOG,COG1117@NOG	NA|NA|NA	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
GUT_GENOME000001_00062	445973.CLOBAR_00987	1.3e-64	251.5	PHOU	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0009636,GO:0009892,GO:0009987,GO:0010563,GO:0010966,GO:0016020,GO:0019220,GO:0019222,GO:0022611,GO:0031323,GO:0031324,GO:0032502,GO:0032879,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0042221,GO:0042802,GO:0042803,GO:0043269,GO:0043271,GO:0044070,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0045936,GO:0046677,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051051,GO:0051174,GO:0051716,GO:0065007,GO:0070887,GO:0071236,GO:0071944,GO:0097237,GO:2000185,GO:2000186	K02039		bactNOG[38]	08UTW@bactNOG,0ERY1@cloNOG,0NIDS@firmNOG,COG0704@NOG	NA|NA|NA	P	Plays a role in the regulation of phosphate uptake. Encoded together with proteins of the phosphate- specific transport (Pst) system in the polycistronic pstSCAB-phoU operon (By similarity)
GUT_GENOME000001_00063	445973.CLOBAR_00331	1.3e-202	711.1	GDHA	GO:0003674,GO:0003824,GO:0004352,GO:0004354,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	K00261,K00262	GLUDxi,GLUDy	bactNOG[38]	05D82@bactNOG,0ENQ2@cloNOG,0ND71@firmNOG,COG0334@NOG	NA|NA|NA	E	glutamate dehydrogenase
GUT_GENOME000001_00064	478749.BRYFOR_06051	1.6e-47	194.5	YFDR	GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008252,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050897	K06952		bactNOG[38]	08R7K@bactNOG,0ETP5@cloNOG,0NMAS@firmNOG,COG1896@NOG	NA|NA|NA	S	Inherit from bactNOG: Metal Dependent Phosphohydrolase
GUT_GENOME000001_00065	272563.CD3259	6.8e-85	319.3					bactNOG[38]	08PVT@bactNOG,0EW2I@cloNOG,0NGP4@firmNOG,11ZHS@NOG	NA|NA|NA	S	membrane
GUT_GENOME000001_00066	272563.CD3258	1.3e-157	561.6			K00532		bactNOG[38]	07QHI@bactNOG,0EPT9@cloNOG,0ND6I@firmNOG,COG4624@NOG	NA|NA|NA	C	hydrogenase large subunit
GUT_GENOME000001_00067	272563.CD3257	3.2e-81	307.0					bactNOG[38]	08ZJ4@bactNOG,0ESYI@cloNOG,0NHCN@firmNOG,COG0726@NOG	NA|NA|NA	G	Polysaccharide deacetylase
GUT_GENOME000001_00068	272563.CD3256	0.0	1580.1	VALS	GO:0003674,GO:0003824,GO:0004812,GO:0004832,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006438,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K01873		bactNOG[38]	05CA4@bactNOG,0EP7G@cloNOG,0NDZP@firmNOG,COG0525@NOG	NA|NA|NA	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)
GUT_GENOME000001_00070	469617.FUAG_00997	7.4e-21	105.9	MOBA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0032324,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0071704,GO:0071944,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	K03750,K03752,K03753,K13818		NOG[107]	COG0746@NOG,COG1763@NOG	NA|NA|NA	H	Molybdopterin-guanine dinucleotide biosynthesis protein
GUT_GENOME000001_00071	272563.CD3253	8.8e-185	651.7	FOLC	GO:0003674,GO:0003824,GO:0004326,GO:0006082,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0046900,GO:0046901,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	K01533,K11754	DHFS,THFGLUS	bactNOG[38]	05DPM@bactNOG,0EP9I@cloNOG,0NE97@firmNOG,COG0285@NOG	NA|NA|NA	H	folylpolyglutamate synthase dihydrofolate synthase
GUT_GENOME000001_00072	500633.CLOHIR_00019	9.4e-48	195.7	TSTD2				NOG[107]	COG1054@NOG	NA|NA|NA	S	UPF0176 protein
GUT_GENOME000001_00073	451757.AC7_0586	7.2e-88	328.9	YDJZ	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			NOG[107]	COG0398@NOG	NA|NA|NA	S	Snare associated golgi protein
GUT_GENOME000001_00074	451757.AC7_0587	2.7e-97	360.9			K18928		NOG[107]	COG0247@NOG	NA|NA|NA	C	domain protein
GUT_GENOME000001_00075	195103.CPF_1865	6.5e-59	232.6					bactNOG[38]	08RSN@bactNOG,0EU55@cloNOG,0NN8F@firmNOG,COG0398@NOG	NA|NA|NA	S	SNARE associated Golgi
GUT_GENOME000001_00076	451757.AC7_0588	1.1e-57	228.4	YNJF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K00995,K17884		NOG[107]	COG0558@NOG	NA|NA|NA	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
GUT_GENOME000001_00077	536227.CLCAR_1592	9.2e-120	435.6			K02055		bactNOG[38]	05VNH@bactNOG,0EQTW@cloNOG,0NERD@firmNOG,COG4134@NOG	NA|NA|NA	S	solute-binding protein
GUT_GENOME000001_00078	445335.CBN_1186	1e-77	295.4		GO:0005575,GO:0016020	K02054		bactNOG[38]	07VZI@bactNOG,0ES9T@cloNOG,0NFC5@firmNOG,COG1176@NOG	NA|NA|NA	E	binding-protein-dependent transport systems inner membrane component
GUT_GENOME000001_00079	445335.CBN_1187	6.3e-77	292.7	POTC1	GO:0005575,GO:0016020	K02026,K02053		bactNOG[38]	064WA@bactNOG,0ES4M@cloNOG,0NHYK@firmNOG,COG1177@NOG	NA|NA|NA	E	binding-protein-dependent transport system inner membrane protein
GUT_GENOME000001_00080	293826.Amet_3292	3.6e-96	357.1			K02010,K02017,K02052,K10112,K15497		bactNOG[38]	08IJ9@bactNOG,0F730@cloNOG,0P69C@firmNOG,COG3839@NOG	NA|NA|NA	E	ABC transporter, ATP-binding protein
GUT_GENOME000001_00081	272563.CD3252	1.9e-24	116.7					bactNOG[38]	05VEW@bactNOG,0EVEI@cloNOG,0NNIX@firmNOG,121PC@NOG	NA|NA|NA		
GUT_GENOME000001_00082	272563.CD3251	1.4e-109	401.4					NOG[107]	COG3391@NOG	NA|NA|NA	S	40-residue yvtn family beta-propeller repeat protein
GUT_GENOME000001_00083	272563.CD3250	2.6e-82	310.1					bactNOG[38]	090G2@bactNOG,0ETHF@cloNOG,0NJJU@firmNOG,11NM0@NOG	NA|NA|NA		
GUT_GENOME000001_00084	272563.CD3249	5.8e-27	124.8	SSPD		K06418,K06419,K06421		bactNOG[38]	0681C@bactNOG,0EX3A@cloNOG,0NR07@firmNOG,0XUKD@NOG	NA|NA|NA	S	small acid-soluble spore protein
GUT_GENOME000001_00086	272563.CD3248	1.2e-96	358.2	PDAB				bactNOG[38]	08NMV@bactNOG,0EP6B@cloNOG,0NG48@firmNOG,112BD@NOG	NA|NA|NA	S	Polysaccharide deacetylase
GUT_GENOME000001_00087	272563.CD3235	9.7e-97	358.2	SSB				bactNOG[38]	05F3I@bactNOG,0EPT0@cloNOG,0NE6Y@firmNOG,COG0629@NOG	NA|NA|NA	L	Single-strand binding protein Primosomal replication protein n
GUT_GENOME000001_00090	272563.CD3233	7.8e-245	851.7					bactNOG[38]	08JUB@bactNOG,0F7FS@cloNOG,0P6RJ@firmNOG,COG3829@NOG	NA|NA|NA	K	transcriptional regulator
GUT_GENOME000001_00091	272563.CD3232	2.8e-191	673.3					bactNOG[38]	05CEM@bactNOG,0ENRW@cloNOG,0NDJ1@firmNOG,COG3681@NOG	NA|NA|NA	S	UPF0597 protein
GUT_GENOME000001_00092	272563.CD3231	3.5e-79	299.7	HPT	GO:0000287,GO:0003674,GO:0003824,GO:0004422,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006166,GO:0006168,GO:0006177,GO:0006178,GO:0006188,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032261,GO:0032263,GO:0032264,GO:0034641,GO:0034654,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0043094,GO:0043096,GO:0043101,GO:0043167,GO:0043169,GO:0043173,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046037,GO:0046040,GO:0046083,GO:0046084,GO:0046098,GO:0046099,GO:0046100,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	K00760	GUAPRT,HXPRT	bactNOG[38]	08UGV@bactNOG,0ERWE@cloNOG,0NI2B@firmNOG,COG0634@NOG	NA|NA|NA	F	Hypoxanthine phosphoribosyltransferase
GUT_GENOME000001_00093	536227.CcarbDRAFT_4630	4.3e-50	202.6			K08234		bactNOG[38]	07ZCM@bactNOG,0NIT5@firmNOG,11JHN@NOG	NA|NA|NA	S	Glyoxalase bleomycin resistance protein dioxygenase
GUT_GENOME000001_00094	536227.CLCAR_4073	1.7e-29	134.8					bactNOG[38]	05FFP@bactNOG,0EU9U@cloNOG,0NKCX@firmNOG,11QW4@NOG	NA|NA|NA	S	Inherit from bactNOG: Lpxtg-motif cell wall anchor domain
GUT_GENOME000001_00095	272563.CD3227	5.6e-93	345.9	DAPH		K00674,K05822	THDPS,THPAT	bactNOG[38]	05DMJ@bactNOG,0EQTI@cloNOG,0NFJ2@firmNOG,COG2171@NOG	NA|NA|NA	E	Catalyzes the transfer of an acetyl group from acetyl- CoA to tetrahydrodipicolinate (By similarity)
GUT_GENOME000001_00096	272563.CD3226	2.4e-91	340.5	DAPB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K00215,K01990	DHDPRy	bactNOG[38]	05DUK@bactNOG,0EPPU@cloNOG,0NDK8@firmNOG,COG0289@NOG	NA|NA|NA	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate (By similarity)
GUT_GENOME000001_00097	272563.CD3225	1.1e-130	471.5	DAPA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01714	DHDPS	bactNOG[38]	05CDP@bactNOG,0EP2M@cloNOG,0NDUN@firmNOG,COG0329@NOG	NA|NA|NA	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA) (By similarity)
GUT_GENOME000001_00098	445973.CLOBAR_00365	5.2e-148	529.3	ASD		K00133	ASAD	bactNOG[38]	05CM3@bactNOG,0EPV9@cloNOG,0NDEF@firmNOG,COG0136@NOG	NA|NA|NA	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate (By similarity)
GUT_GENOME000001_00099	272563.CD3222	1.9e-170	604.0	SDAAA		K01752	SERD_L	bactNOG[38]	05EJQ@bactNOG,0ENRB@cloNOG,0ND87@firmNOG,COG1760@NOG	NA|NA|NA	E	L-serine dehydratase, iron-sulfur-dependent, alpha subunit
GUT_GENOME000001_00100	272563.CD3221	1.4e-151	541.2	HIPO	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046451,GO:0050118,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	K01451,K05823	ADPDA,DAPDA	bactNOG[38]	05CH2@bactNOG,0EPAS@cloNOG,0NDQE@firmNOG,COG1473@NOG	NA|NA|NA	E	amidohydrolase
GUT_GENOME000001_00101	445973.CLOBAR_00373	6.2e-29	131.7					bactNOG[38]	0681C@bactNOG,0EX3A@cloNOG,0NR07@firmNOG,0XUKD@NOG	NA|NA|NA	S	small acid-soluble spore protein
GUT_GENOME000001_00102	272563.CD3220	2.7e-114	416.8					bactNOG[38]	05DXX@bactNOG,0EPCB@cloNOG,0NHMT@firmNOG,COG0500@NOG	NA|NA|NA	Q	Methyltransferase
GUT_GENOME000001_00103	272563.CD3219	6.1e-134	482.3	HSLO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0044424,GO:0044464,GO:0050896	K04083		bactNOG[38]	05F4C@bactNOG,0ENUE@cloNOG,0NEBA@firmNOG,COG1281@NOG	NA|NA|NA	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress (By similarity)
GUT_GENOME000001_00104	272563.CD3186	4.1e-225	786.2					bactNOG[38]	08FWA@bactNOG,0F6N1@cloNOG,0P5T0@firmNOG,COG3829@NOG	NA|NA|NA	K	Transcriptional regulator
GUT_GENOME000001_00105	272563.CD3184	2.5e-186	656.8	DPAL	GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008838,GO:0009056,GO:0009063,GO:0009987,GO:0016054,GO:0016829,GO:0016840,GO:0016841,GO:0019752,GO:0030170,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0048037,GO:0071704,GO:1901564,GO:1901565,GO:1901575	K01751,K01754	DAPAL	bactNOG[38]	07RCH@bactNOG,0ENSI@cloNOG,0ND98@firmNOG,COG1171@NOG	NA|NA|NA	E	Diaminopropionate ammonia-lyase
GUT_GENOME000001_00106	272563.CD3183	2.2e-198	696.8			K01438	SDPDS	bactNOG[38]	07S4Y@bactNOG,0ENT1@cloNOG,0P2GH@firmNOG,COG0624@NOG	NA|NA|NA	E	M20 DapE family protein YgeY
GUT_GENOME000001_00107	272563.CD3182	6.1e-273	944.9	SCLAV_3902		K01465,K06015		bactNOG[38]	05FEN@bactNOG,0EQWJ@cloNOG,0NFGR@firmNOG,COG3653@NOG	NA|NA|NA	Q	deacylase
GUT_GENOME000001_00108	272563.CD3181	2.5e-211	740.0	SSNA				bactNOG[38]	07SH0@bactNOG,0F7JM@cloNOG,0P6XW@firmNOG,COG0402@NOG	NA|NA|NA	F	selenium metabolism protein SsnA
GUT_GENOME000001_00109	445335.CBN_2876	5.7e-123	446.4	PBUX		K02824,K03458,K16169	XANt2	bactNOG[38]	05C2W@bactNOG,0EPI9@cloNOG,0NE7S@firmNOG,COG2233@NOG	NA|NA|NA	F	permease
GUT_GENOME000001_00110	272563.CD3179	5.8e-182	642.1	PYRD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944	K00226,K00254,K17828		bactNOG[38]	07RY0@bactNOG,0EQ3D@cloNOG,0NDT3@firmNOG,COG0167@NOG	NA|NA|NA	F	Catalyzes the conversion of dihydroorotate to orotate (By similarity)
GUT_GENOME000001_00111	272563.CD3178	8.9e-196	688.3	HYDA		K01464		bactNOG[38]	07RNN@bactNOG,0EPDJ@cloNOG,0NE9F@firmNOG,COG0044@NOG	NA|NA|NA	F	Dihydropyrimidinase
GUT_GENOME000001_00112	272563.CD3177	0.0	1511.5	MOP		K00087	HXAND,XAND	bactNOG[38]	05C7W@bactNOG,0EP4W@cloNOG,0NE20@firmNOG,COG1529@NOG,COG2080@NOG	NA|NA|NA	C	Xanthine dehydrogenase
GUT_GENOME000001_00113	272563.CD3187	6.3e-51	205.3			K09022		bactNOG[38]	05KME@bactNOG,0EU40@cloNOG,0NJ7U@firmNOG,COG0251@NOG	NA|NA|NA	J	endoribonuclease L-PSP
GUT_GENOME000001_00114	272563.CD3176	4.4e-171	606.3	RPON	GO:0000988,GO:0000990,GO:0000996,GO:0003674,GO:0006139,GO:0006351,GO:0006352,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010556,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:2001141	K03092		bactNOG[38]	05DTW@bactNOG,0ENYE@cloNOG,0NDDS@firmNOG,COG1508@NOG	NA|NA|NA	K	rna polymerase
GUT_GENOME000001_00115	272563.CD3175	1.1e-129	468.4	CGGR		K05311		bactNOG[38]	07RHR@bactNOG,0EPHZ@cloNOG,0NEEY@firmNOG,COG2390@NOG	NA|NA|NA	K	Transcriptional regulator
GUT_GENOME000001_00116	445973.CLOBAR_00381	1.5e-171	607.4	GAP	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K00134	GAPD	bactNOG[38]	05C17@bactNOG,0EP6Z@cloNOG,0ND79@firmNOG,COG0057@NOG	NA|NA|NA	G	Glyceraldehyde-3-phosphate dehydrogenase, type I
GUT_GENOME000001_00117	272563.CD3173	1.3e-195	687.6	PGK	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044464,GO:0071944	K00927,K01803	PGK,PGK_1,TPI	bactNOG[38]	05BZA@bactNOG,0ENRZ@cloNOG,0ND8W@firmNOG,COG0126@NOG	NA|NA|NA	G	Phosphoglycerate kinase
GUT_GENOME000001_00118	272563.CD3172	1.4e-110	404.4	TPIA	GO:0003674,GO:0003824,GO:0004807,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006091,GO:0006094,GO:0006096,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009987,GO:0016020,GO:0016051,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019318,GO:0019319,GO:0019320,GO:0040007,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044723,GO:0044724,GO:0046364,GO:0046365,GO:0071704,GO:0071944,GO:1901575,GO:1901576	K01803	TPI	bactNOG[38]	05CP7@bactNOG,0ENNV@cloNOG,0ND5H@firmNOG,COG0149@NOG	NA|NA|NA	G	Triose-phosphate isomerase
GUT_GENOME000001_00119	272563.CD3171	5.2e-245	852.0	GPMI	GO:0003674,GO:0003824,GO:0004619,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006091,GO:0006096,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0019318,GO:0019320,GO:0030145,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044723,GO:0044724,GO:0046365,GO:0046537,GO:0046872,GO:0046914,GO:0071704,GO:1901575	K15633	DPGM,PGM,PGMT,PGM_1	bactNOG[38]	05CJI@bactNOG,0EPQR@cloNOG,0NE4S@firmNOG,COG0696@NOG	NA|NA|NA	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)
GUT_GENOME000001_00120	445973.CLOBAR_00385	2.2e-220	770.0	ENO	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0009986,GO:0044424,GO:0044464	K01689	ENO	bactNOG[38]	05C70@bactNOG,0EPBK@cloNOG,0NDKN@firmNOG,COG0148@NOG	NA|NA|NA	G	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)
GUT_GENOME000001_00121	386415.NT01CX_0150	3.5e-164	583.6			K03721		bactNOG[38]	08JUB@bactNOG,0F7FS@cloNOG,0P6RJ@firmNOG,COG3829@NOG	NA|NA|NA	K	transcriptional regulator
